contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,type,expirationDate,midprice,smoothed_midprice
SPY250221P00601000,2025-01-23 16:52:39+00:00,601.0,5.0,4.95,4.98,-0.3699999,-6.890128,143.0,1710,0.1113370117187499,put,2025-02-21,4.965,5.02052260878297
SPY250221P00602000,2025-01-23 16:53:36+00:00,602.0,5.23,5.21,5.24,-0.4699998,-8.24561,152.0,3163,0.10938390625,put,2025-02-21,5.225,5.307182213140003
SPY250221P00603000,2025-01-23 16:45:10+00:00,603.0,5.45,5.51,5.54,-0.6300001,-10.361844,243.0,1438,0.1077664907836914,put,2025-02-21,5.525,5.611570534798251
SPY250221P00604000,2025-01-23 16:52:43+00:00,604.0,5.91,5.83,5.86,-0.5500002,-8.513935,121.0,1125,0.1062101098632812,put,2025-02-21,5.845000000000001,5.934781541730666
SPY250221P00605000,2025-01-23 16:54:30+00:00,605.0,6.18,6.17,6.2,-0.61000013,-8.983802,2076.0,31257,0.104653728942871,put,2025-02-21,6.1850000000000005,6.277966155150771
SPY250221P00606000,2025-01-23 16:54:43+00:00,606.0,6.55,6.52,6.55,-0.63999987,-9.014083,1241.0,1472,0.1029447616577148,put,2025-02-21,6.535,6.642250202480085
SPY250221P00607000,2025-01-23 16:53:18+00:00,607.0,6.97,6.92,6.94,-0.6300001,-8.289475,630.0,1872,0.1014799325561523,put,2025-02-21,6.93,7.0286224585426424
SPY250221P00608000,2025-01-23 16:49:59+00:00,608.0,7.21,7.31,7.33,-0.75999975,-9.535756,215.0,3996,0.0997404479980468,put,2025-02-21,7.32,7.437891791020013
SPY250221P00609000,2025-01-23 16:08:21+00:00,609.0,7.91,7.74,7.76,-0.52999973,-6.279618,121.0,763,0.0982145843505859,put,2025-02-21,7.75,7.870667843609608
SPY250221P00610000,2025-01-23 16:52:43+00:00,610.0,8.3,8.24,8.27,-0.65999985,-7.36607,925.0,15105,0.0975126870727539,put,2025-02-21,8.254999999999999,8.327410840013656
SPY250221P00611000,2025-01-23 16:45:29+00:00,611.0,8.45,8.67,8.7,-0.64000034,-7.040707,315.0,522,0.0952544088745117,put,2025-02-21,8.684999999999999,8.808478160328624
SPY250221P00612000,2025-01-23 15:38:04+00:00,612.0,9.0,9.07,9.3,-0.8000002,-8.163267,15.0,714,0.095162857055664,put,2025-02-21,9.185,9.314120851010475
SPY250221P00613000,2025-01-22 20:59:50+00:00,613.0,10.42,9.55,9.91,0.0,0.0,27.0,592,0.0948576843261718,put,2025-02-21,9.73,9.844467397109153
SPY250221P00614000,2025-01-23 16:46:40+00:00,614.0,9.63,10.1,10.48,-0.80999947,-7.758616,6.0,993,0.0935759588623047,put,2025-02-21,10.29,10.399669252439327
SPY250221P00615000,2025-01-23 16:45:22+00:00,615.0,10.6,10.71,11.07,-1.1700001,-9.940527,102.0,2567,0.0922026815795898,put,2025-02-21,10.89,10.98029146976624
SPY250221P00616000,2025-01-23 15:16:43+00:00,616.0,11.35,11.24,11.73,-3.0199995,-21.016,3.0,8,0.0915007843017578,put,2025-02-21,11.485,11.58796428689121
SPY250221P00617000,2025-01-23 15:13:08+00:00,617.0,13.09,11.66,12.41,0.13000011,1.0030873,6.0,10,0.0907683697509765,put,2025-02-21,12.035,12.227645631881169
SPY250221P00618000,2025-01-22 16:23:38+00:00,618.0,13.35,12.59,13.08,0.0,0.0,2.0,4,0.0894256097412109,put,2025-02-21,12.835,12.91167505144809
SPY250221P00619000,2025-01-22 20:44:26+00:00,619.0,13.98,13.03,13.75,0.0,0.0,2.0,5,0.0875945733642578,put,2025-02-21,13.39,13.66657908544492
SPY250221P00620000,2025-01-23 16:32:34+00:00,620.0,14.17,13.85,14.44,-1.1300001,-7.385622,110.0,5064,0.0855193988037109,put,2025-02-21,14.145,14.542605441002875
SPY250221P00621000,2025-01-23 16:01:01+00:00,621.0,15.18,14.52,15.18,-8.699999,-36.432156,2.0,2,0.0839019833374023,put,2025-02-21,14.85,15.622897815735426
SPY250221P00622000,2025-01-17 21:06:47+00:00,622.0,24.84,15.18,15.97,0.0,0.0,104.0,52,0.0828338787841797,put,2025-02-21,15.575,17.025268939942716
SPY250221P00623000,2025-01-23 16:32:09+00:00,623.0,16.39,15.96,16.88,-1.0799999,-6.182026,3.0,16,0.0841766387939453,put,2025-02-21,16.42,18.893224322143645
SPY250221P00624000,2025-01-22 20:38:37+00:00,624.0,17.75,16.72,17.69,0.0,0.0,19.0,19,0.0826507751464843,put,2025-02-21,17.205,21.37459754747071
SPY250221P00625000,2025-01-22 19:34:43+00:00,625.0,18.55,17.8,18.46,0.0,0.0,11.0,44,0.0791718060302734,put,2025-02-21,18.130000000000003,24.59316151342992
SPY250221P00630000,2025-01-23 15:00:36+00:00,630.0,23.8,22.35,23.0,0.19999886,0.84745276,14.0,114,0.0737397314453125,put,2025-02-21,22.675,28.635538650006325
SPY250221P00640000,2025-01-22 15:50:24+00:00,640.0,33.1,32.12,32.95,0.0,0.0,5.0,4,0.0942473388671875,put,2025-02-21,32.535,33.565742492091
SPY250221P00645000,2025-01-14 20:53:31+00:00,645.0,63.57,37.07,38.1,0.0,0.0,1.0,0,0.1180508117675781,put,2025-02-21,37.585,39.46526894380091
SPY250221P00650000,2025-01-22 17:04:01+00:00,650.0,43.75,42.14,42.94,1.3199997,3.1110055,1.0,75,0.1159756372070312,put,2025-02-21,42.54,46.47545590496667
SPY250221P00655000,2025-01-21 14:30:00+00:00,655.0,52.36,47.1,49.13,0.0,0.0,1.0,0,0.1921467504882812,put,2025-02-21,48.115,54.80046383310702
SPY250221P00660000,2025-01-21 20:19:20+00:00,660.0,57.58,51.11,53.21,0.0,0.0,1.0,0,0.1619956848144531,put,2025-02-21,52.16,64.64325324612128
SPY250221P00670000,2025-01-22 20:35:57+00:00,670.0,62.7,62.01,63.26,0.0,0.0,2.0,3,0.1890950231933593,put,2025-02-21,62.635,76.0628214717981
SPY250221P00695000,2025-01-21 20:06:48+00:00,695.0,92.76,86.03,89.17,0.0,0.0,2.0,1,0.299689620361328,put,2025-02-21,87.6,88.77457690588463
SPY250221P00700000,2025-01-22 20:35:57+00:00,700.0,92.7,91.1,94.12,0.0,0.0,1.0,1,0.3095161822509765,put,2025-02-21,92.61,101.96891296948795
SPY250221P00705000,2025-01-22 20:35:57+00:00,705.0,97.72,96.02,98.23,0.0,0.0,1.0,0,0.2634351000976562,put,2025-02-21,97.125,114.265528501902
SPY250221P00750000,2024-12-19 18:15:37+00:00,750.0,162.5,152.08,153.32,0.0,0.0,2.0,0,0.6942169250488281,put,2025-02-21,152.7,123.91404589440815
SPY250221P00800000,2024-12-27 20:26:24+00:00,800.0,204.95,191.1,194.15,0.0,0.0,314.0,0,0.5241746801757812,put,2025-02-21,192.625,129.25012429662436
